7.88179;958;29258;0;1;"Michael Russell's (5)"
22.21232;23;31122;5;0;"Dingle Regatta, The (5)"
22.92884;3077;3077;0;0;"At The Bend In The Road (5)"
22.92884;10120;10120;7;0;"Bonawe Highlanders, The (1)"
22.92884;1098;14343;5;0;"Haunted House, The (1)"
22.92884;5867;32206;0;0;"Lark's March, The (1)"
22.92884;6893;18475;7;0;"Lochiel's Welcome To Glasgow (1)"
23.64537;11210;11210;3;0;"Airaidh Nam Badan (1)"
23.64537;520;13461;0;0;"Barony, The (6)"
23.64537;8752;8752;5;0;"Bishop, The (1)"
23.64537;7584;28738;5;0;"Cauliflower, The (1)"
23.64537;15810;29761;7;0;"Dorothy Leurs (1)"
23.64537;6760;18378;7;0;"Feed The Ducks (1)"
23.64537;8626;8626;5;0;"Haymaker's, The (1)"
23.64537;9504;9504;7;0;"He's O'er The Hill (1)"
23.64537;803;13954;10;0;"I Ne'er Shall Wean Her (1)"
23.64537;1875;1875;7;0;"Kenny Gillies Of Portnalong (1)"
23.64537;14291;26099;7;0;"Kiloran Bay (1)"
23.64537;8057;8057;5;0;"Lady In The Bottle, The (1)"
23.64537;17118;32743;7;0;"Morven (1)"
23.64537;17118;32744;0;0;"Morven (1)"
23.64537;191;31702;5;0;"My Mind Will Never Be Easy (6)"
23.64537;4787;17258;0;0;"Nighean Donn A Chuiailein Riomhaich (1)"
23.64537;2161;2161;7;0;"Paddy's Leather Breeches (1)"
23.64537;2161;15536;7;0;"Paddy's Leather Breeches (1)"
23.64537;2161;28056;7;0;"Paddy's Leather Breeches (1)"
23.64537;2161;32304;0;0;"Paddy's Leather Breeches (1)"
23.64537;16779;31961;0;0;"Padraig O'Keefe's (5)"
23.64537;14473;26620;5;0;"Willie Clancy's (5)"
7.88179;22.21232;84
