11.00000;8;34206;0;1;"Banshee, The (4)"
23.00000;6992;23797;0;0;"Miss Wedderburn's (4)"
24.00000;1260;1260;0;0;"Jack Broke Da Prison Door (4)"
26.00000;6456;21346;0;0;"Killeigh, The (0)"
26.00000;8594;8594;0;0;"Pat Canny's (4)"
27.00000;5325;5325;0;0;"Fly And Dodger (2)"
27.00000;13558;23989;0;0;"Pigeon On The Gale, The (4)"
28.00000;15175;28140;0;0;"Big Sciote (4)"
28.00000;535;34115;0;0;"Boys Of Ballisodare, The (4)"
28.00000;5227;5227;0;0;"Mountain Stream, The (2)"
28.00000;30;12422;0;0;"Off To California (0)"
28.00000;5270;22806;0;0;"Road To Errogie, The (4)"
11.00000;23.00000;85
