9.00000;634;634;0;1;"Galway Rambler, The (4)"
12.00000;3332;16401;0;0;"Finlay's Delight (4)"
23.00000;3224;3224;0;0;"Tom Dowd's Favourite (4)"
24.00000;3796;3796;0;0;"Absent-minded Woman, The (4)"
24.00000;2287;2287;0;0;"Maire's (0)"
25.00000;1119;14383;0;0;"Bloom Of Youth, The (4)"
25.00000;2472;2472;0;0;"Bush In Bloom, The (4)"
25.00000;1617;27877;0;0;"Coalminer's, The (4)"
25.00000;5998;17909;0;0;"Cronin's (4)"
25.00000;1846;15278;0;0;"Mossy Banks, The (4)"
25.00000;115;12703;0;0;"Over The Moor To Maggie (4)"
25.00000;143;143;0;0;"Traveller, The (4)"
9.00000;12.00000;81
