5.64751;958;29258;0;1;"Michael Russell's (5)"
15.91571;23;31122;5;0;"Dingle Regatta, The (5)"
16.42912;3077;3077;0;0;"At The Bend In The Road (5)"
16.42912;10120;10120;7;0;"Bonawe Highlanders, The (1)"
16.42912;1098;14343;5;0;"Haunted House, The (1)"
16.42912;5867;32206;0;0;"Lark's March, The (1)"
16.42912;6893;18475;7;0;"Lochiel's Welcome To Glasgow (1)"
16.94253;11210;11210;3;0;"Airaidh Nam Badan (1)"
16.94253;520;13461;0;0;"Barony, The (6)"
16.94253;8752;8752;5;0;"Bishop, The (1)"
16.94253;7584;28738;5;0;"Cauliflower, The (1)"
16.94253;15810;29761;7;0;"Dorothy Leurs (1)"
16.94253;6760;18378;7;0;"Feed The Ducks (1)"
16.94253;8626;8626;5;0;"Haymaker's, The (1)"
16.94253;9504;9504;7;0;"He's O'er The Hill (1)"
16.94253;803;13954;10;0;"I Ne'er Shall Wean Her (1)"
16.94253;1875;1875;7;0;"Kenny Gillies Of Portnalong (1)"
16.94253;14291;26099;7;0;"Kiloran Bay (1)"
16.94253;8057;8057;5;0;"Lady In The Bottle, The (1)"
16.94253;17118;32743;7;0;"Morven (1)"
16.94253;17118;32744;0;0;"Morven (1)"
16.94253;191;31702;5;0;"My Mind Will Never Be Easy (6)"
16.94253;4787;17258;0;0;"Nighean Donn A Chuiailein Riomhaich (1)"
16.94253;2161;2161;7;0;"Paddy's Leather Breeches (1)"
16.94253;2161;15536;7;0;"Paddy's Leather Breeches (1)"
16.94253;2161;28056;7;0;"Paddy's Leather Breeches (1)"
16.94253;2161;32304;0;0;"Paddy's Leather Breeches (1)"
16.94253;16779;31961;0;0;"Padraig O'Keefe's (5)"
16.94253;14473;26620;5;0;"Willie Clancy's (5)"
5.64751;15.91571;84
