7.00000;771;24743;0;0;"Carraroe, The (1)"
7.00000;548;22982;0;1;"Scotsman Over The Border, The (1)"
20.00000;2596;2596;0;0;"Dunkeld Parish (1)"
21.00000;387;26001;0;0;"Sixpenny Money (1)"
22.00000;2402;33854;7;0;"Blue Bonnets Over The Border (1)"
23.00000;11974;11974;0;0;"Dryfe Lodge (1)"
24.00000;448;13320;0;0;"Frost Is All Over, The (1)"
24.00000;9414;9414;0;0;"Sunlight On The Moss (1)"
25.00000;1610;33953;0;0;"Jackson's (1)"
25.00000;447;13312;0;0;"Rose In The Heather, The (1)"
25.00000;235;12935;0;0;"Sean Bui (1)"
7.00000;7.00000;67
