9.62652;108;20578;0;1;"Out On The Ocean (1)"
22.46188;8983;19812;0;0;"Caravan, The (1)"
22.46188;8583;8583;0;0;"Fairy, The (1)"
22.46188;13351;23384;0;0;"Port Seán Gabha (1)"
23.08936;5945;5945;0;0;"Echoes Of Killarney (5)"
23.26409;6755;6755;10;0;"Bessie Murphy (1)"
23.26409;1029;27315;0;0;"Burnt Old Man, The (1)"
23.26409;794;13943;0;0;"Cowboy, The (1)"
23.26409;389;13224;0;0;"Eavesdropper, The (1)"
23.26409;15896;29900;7;0;"Happy Clap, The (1)"
23.26409;467;25332;0;0;"Leitrim Fancy, The (1)"
23.26409;5197;17468;7;0;"Paddy McMahon's (1)"
23.26409;5197;24394;7;0;"Paddy McMahon's (1)"
23.26409;280;25510;10;0;"Seanamhac Tube Station (1)"
23.26409;2025;24229;7;0;"Wandering Minstrel, The (1)"
9.62652;22.46188;73
